Time	Total Time	Instances	Avg	Med	Min	Max	StdDev	Style	Range
0.0%	1.108 μs	1	1.108 μs	1.108 μs	1.108 μs	1.108 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[68, 3072]]}
0.0%	1.108 μs	1	1.108 μs	1.108 μs	1.108 μs	1.108 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Outputs': [[52, 16384]]}
0.0%	1.108 μs	1	1.108 μs	1.108 μs	1.108 μs	1.108 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Outputs': [[4, 16384]]}
0.0%	1.107 μs	1	1.107 μs	1.107 μs	1.107 μs	1.107 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM', 'Outputs': [[512, 2048]]}
0.0%	1.107 μs	1	1.107 μs	1.107 μs	1.107 μs	1.107 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.mlp.act_fn', 'Outputs': [[1873, 8192]]}
0.0%	1.107 μs	1	1.107 μs	1.107 μs	1.107 μs	1.107 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.10', 'Outputs': [[99, 2048], [99, 2048]]}
0.0%	1.107 μs	1	1.107 μs	1.107 μs	1.107 μs	1.107 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.10.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Outputs': [[84, 2048]]}
0.0%	1.107 μs	1	1.107 μs	1.107 μs	1.107 μs	1.107 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.14.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Outputs': [[36, 16384]]}
0.0%	1.107 μs	1	1.107 μs	1.107 μs	1.107 μs	1.107 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.mlp', 'Outputs': [[512, 2048]]}
0.0%	1.107 μs	1	1.107 μs	1.107 μs	1.107 μs	1.107 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[52, 3072]]}
0.0%	1.106 μs	1	1.106 μs	1.106 μs	1.106 μs	1.106 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.mlp.down_proj', 'TrainableParams': {'weight': [2048, 8192]}, 'Outputs': [[20, 2048]]}
0.0%	1.106 μs	1	1.106 μs	1.106 μs	1.106 μs	1.106 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[68, 2048], [68, 2048]]}
0.0%	1.105 μs	1	1.105 μs	1.105 μs	1.105 μs	1.105 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.10.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[4, 3072]]}
0.0%	1.105 μs	1	1.105 μs	1.105 μs	1.105 μs	1.105 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[84, 3072]]}
0.0%	1.105 μs	1	1.105 μs	1.105 μs	1.105 μs	1.105 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15', 'Outputs': [[16, 2048], [16, 2048]]}
0.0%	1.105 μs	1	1.105 μs	1.105 μs	1.105 μs	1.105 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Outputs': [[256, 16384]]}
0.0%	1.105 μs	1	1.105 μs	1.105 μs	1.105 μs	1.105 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.9.mlp.down_proj', 'TrainableParams': {'weight': [2048, 8192]}, 'Outputs': [[4, 2048]]}
0.0%	1.104 μs	1	1.104 μs	1.104 μs	1.104 μs	1.104 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.logits_processor', 'Outputs': [[68, 128256]]}
0.0%	1.104 μs	1	1.104 μs	1.104 μs	1.104 μs	1.104 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.10.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[52, 2048], [52, 2048]]}
0.0%	1.104 μs	1	1.104 μs	1.104 μs	1.104 μs	1.104 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15', 'Outputs': [[512, 2048], [512, 2048]]}
0.0%	1.104 μs	1	1.104 μs	1.104 μs	1.104 μs	1.104 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[256, 3072]]}
0.0%	1.103 μs	1	1.103 μs	1.103 μs	1.103 μs	1.103 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.mlp', 'Outputs': [[68, 2048]]}
0.0%	1.103 μs	1	1.103 μs	1.103 μs	1.103 μs	1.103 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.14.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[1873, 3072]]}
0.0%	1.103 μs	1	1.103 μs	1.103 μs	1.103 μs	1.103 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.8.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[20, 3072]]}
0.0%	1.102 μs	1	1.102 μs	1.102 μs	1.102 μs	1.102 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.1.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[84, 2048], [84, 2048]]}
0.0%	1.102 μs	1	1.102 μs	1.102 μs	1.102 μs	1.102 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.14.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Outputs': [[256, 16384]]}
0.0%	1.101 μs	1	1.101 μs	1.101 μs	1.101 μs	1.101 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.1.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[20, 2048], [20, 2048]]}
0.0%	1.101 μs	1	1.101 μs	1.101 μs	1.101 μs	1.101 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.10', 'Outputs': [[16, 2048], [16, 2048]]}
0.0%	1.101 μs	1	1.101 μs	1.101 μs	1.101 μs	1.101 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.self_attn.attn', 'Outputs': [[256, 2048]]}
0.0%	1.101 μs	1	1.101 μs	1.101 μs	1.101 μs	1.101 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.mlp.act_fn', 'Outputs': [[99, 8192]]}
0.0%	1.101 μs	1	1.101 μs	1.101 μs	1.101 μs	1.101 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.8.mlp.act_fn', 'Outputs': [[52, 8192]]}
0.0%	1.100 μs	1	1.100 μs	1.100 μs	1.100 μs	1.100 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.logits_processor', 'Outputs': [[52, 128256]]}
0.0%	1.100 μs	1	1.100 μs	1.100 μs	1.100 μs	1.100 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3.mlp.act_fn', 'Outputs': [[16, 8192]]}
0.0%	1.100 μs	1	1.100 μs	1.100 μs	1.100 μs	1.100 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[36, 2048], [36, 2048]]}
0.0%	1.100 μs	1	1.100 μs	1.100 μs	1.100 μs	1.100 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[4, 2048], [4, 2048]]}
0.0%	1.100 μs	1	1.100 μs	1.100 μs	1.100 μs	1.100 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.mlp.act_fn', 'Outputs': [[20, 8192]]}
0.0%	1.100 μs	1	1.100 μs	1.100 μs	1.100 μs	1.100 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.9.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[20, 2048], [20, 2048]]}
0.0%	1.099 μs	1	1.099 μs	1.099 μs	1.099 μs	1.099 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[36, 3072]]}
0.0%	1.098 μs	1	1.098 μs	1.098 μs	1.098 μs	1.098 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.11.mlp.down_proj', 'TrainableParams': {'weight': [2048, 8192]}, 'Outputs': [[52, 2048]]}
0.0%	1.098 μs	1	1.098 μs	1.098 μs	1.098 μs	1.098 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.mlp.act_fn', 'Outputs': [[1873, 8192]]}
0.0%	1.098 μs	1	1.098 μs	1.098 μs	1.098 μs	1.098 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.14.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[52, 3072]]}
0.0%	1.098 μs	1	1.098 μs	1.098 μs	1.098 μs	1.098 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Outputs': [[84, 16384]]}
0.0%	1.098 μs	1	1.098 μs	1.098 μs	1.098 μs	1.098 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Outputs': [[20, 2048]]}
0.0%	1.098 μs	1	1.098 μs	1.098 μs	1.098 μs	1.098 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.mlp.act_fn', 'Outputs': [[512, 8192]]}
0.0%	1.098 μs	1	1.098 μs	1.098 μs	1.098 μs	1.098 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.mlp.down_proj', 'TrainableParams': {'weight': [2048, 8192]}, 'Outputs': [[20, 2048]]}
0.0%	1.097 μs	1	1.097 μs	1.097 μs	1.097 μs	1.097 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM', 'Outputs': [[16, 2048]]}
0.0%	1.097 μs	1	1.097 μs	1.097 μs	1.097 μs	1.097 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.14.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[20, 2048], [20, 2048]]}
0.0%	1.097 μs	1	1.097 μs	1.097 μs	1.097 μs	1.097 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.14.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[4, 2048], [4, 2048]]}
0.0%	1.097 μs	1	1.097 μs	1.097 μs	1.097 μs	1.097 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Outputs': [[52, 16384]]}
0.0%	1.096 μs	1	1.096 μs	1.096 μs	1.096 μs	1.096 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[4, 3072]]}
0.0%	1.096 μs	1	1.096 μs	1.096 μs	1.096 μs	1.096 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.mlp.down_proj', 'TrainableParams': {'weight': [2048, 8192]}, 'Outputs': [[68, 2048]]}
0.0%	1.096 μs	1	1.096 μs	1.096 μs	1.096 μs	1.096 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[4, 2048], [4, 2048]]}
0.0%	1.095 μs	1	1.095 μs	1.095 μs	1.095 μs	1.095 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.11.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Outputs': [[52, 16384]]}
0.0%	1.095 μs	1	1.095 μs	1.095 μs	1.095 μs	1.095 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Outputs': [[4, 16384]]}
0.0%	1.095 μs	1	1.095 μs	1.095 μs	1.095 μs	1.095 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[20, 3072]]}
0.0%	1.095 μs	1	1.095 μs	1.095 μs	1.095 μs	1.095 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[99, 3072]]}
0.0%	1.095 μs	1	1.095 μs	1.095 μs	1.095 μs	1.095 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.mlp.down_proj', 'TrainableParams': {'weight': [2048, 8192]}, 'Outputs': [[4, 2048]]}
0.0%	1.095 μs	1	1.095 μs	1.095 μs	1.095 μs	1.095 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.self_attn', 'Outputs': [[512, 2048]]}
0.0%	1.095 μs	1	1.095 μs	1.095 μs	1.095 μs	1.095 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.9.mlp.act_fn', 'Outputs': [[84, 8192]]}
0.0%	1.094 μs	1	1.094 μs	1.094 μs	1.094 μs	1.094 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[1873, 3072]]}
0.0%	1.094 μs	1	1.094 μs	1.094 μs	1.094 μs	1.094 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13', 'Outputs': [[99, 2048], [99, 2048]]}
0.0%	1.094 μs	1	1.094 μs	1.094 μs	1.094 μs	1.094 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[36, 2048], [36, 2048]]}
0.0%	1.094 μs	1	1.094 μs	1.094 μs	1.094 μs	1.094 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[4, 2048], [4, 2048]]}
0.0%	1.093 μs	1	1.093 μs	1.093 μs	1.093 μs	1.093 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.mlp.down_proj', 'TrainableParams': {'weight': [2048, 8192]}, 'Outputs': [[99, 2048]]}
0.0%	1.093 μs	1	1.093 μs	1.093 μs	1.093 μs	1.093 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.input_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[20, 2048], [20, 2048]]}
0.0%	1.093 μs	1	1.093 μs	1.093 μs	1.093 μs	1.093 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[68, 3072]]}
0.0%	1.093 μs	1	1.093 μs	1.093 μs	1.093 μs	1.093 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Outputs': [[36, 16384]]}
0.0%	1.092 μs	1	1.092 μs	1.092 μs	1.092 μs	1.092 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13.mlp.act_fn', 'Outputs': [[16, 8192]]}
0.0%	1.092 μs	1	1.092 μs	1.092 μs	1.092 μs	1.092 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[52, 2048], [52, 2048]]}
0.0%	1.092 μs	1	1.092 μs	1.092 μs	1.092 μs	1.092 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[99, 3072]]}
0.0%	1.092 μs	1	1.092 μs	1.092 μs	1.092 μs	1.092 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3.mlp', 'Outputs': [[84, 2048]]}
0.0%	1.092 μs	1	1.092 μs	1.092 μs	1.092 μs	1.092 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[20, 2048], [20, 2048]]}
0.0%	1.091 μs	1	1.091 μs	1.091 μs	1.091 μs	1.091 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.10', 'Outputs': [[68, 2048], [68, 2048]]}
0.0%	1.091 μs	1	1.091 μs	1.091 μs	1.091 μs	1.091 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13.mlp.down_proj', 'TrainableParams': {'weight': [2048, 8192]}, 'Outputs': [[4, 2048]]}
0.0%	1.091 μs	1	1.091 μs	1.091 μs	1.091 μs	1.091 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3.self_attn', 'Outputs': [[99, 2048]]}
0.0%	1.091 μs	1	1.091 μs	1.091 μs	1.091 μs	1.091 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.mlp.down_proj', 'TrainableParams': {'weight': [2048, 8192]}, 'Outputs': [[20, 2048]]}
0.0%	1.091 μs	1	1.091 μs	1.091 μs	1.091 μs	1.091 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.8', 'Outputs': [[256, 2048], [256, 2048]]}
0.0%	1.090 μs	1	1.090 μs	1.090 μs	1.090 μs	1.090 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.1.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Outputs': [[4, 16384]]}
0.0%	1.090 μs	1	1.090 μs	1.090 μs	1.090 μs	1.090 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3', 'Outputs': [[256, 2048], [256, 2048]]}
0.0%	1.090 μs	1	1.090 μs	1.090 μs	1.090 μs	1.090 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3.mlp.act_fn', 'Outputs': [[84, 8192]]}
0.0%	1.089 μs	1	1.089 μs	1.089 μs	1.089 μs	1.089 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[4, 3072]]}
0.0%	1.089 μs	1	1.089 μs	1.089 μs	1.089 μs	1.089 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[20, 3072]]}
0.0%	1.089 μs	1	1.089 μs	1.089 μs	1.089 μs	1.089 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[52, 3072]]}
0.0%	1.089 μs	1	1.089 μs	1.089 μs	1.089 μs	1.089 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.8.self_attn', 'Outputs': [[16, 2048]]}
0.0%	1.089 μs	1	1.089 μs	1.089 μs	1.089 μs	1.089 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.9.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Outputs': [[20, 16384]]}
0.0%	1.088 μs	1	1.088 μs	1.088 μs	1.088 μs	1.088 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.1.mlp', 'Outputs': [[99, 2048]]}
0.0%	1.088 μs	1	1.088 μs	1.088 μs	1.088 μs	1.088 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Outputs': [[36, 16384]]}
0.0%	1.088 μs	1	1.088 μs	1.088 μs	1.088 μs	1.088 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Outputs': [[36, 16384]]}
0.0%	1.088 μs	1	1.088 μs	1.088 μs	1.088 μs	1.088 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.9.mlp.act_fn', 'Outputs': [[68, 8192]]}
0.0%	1.087 μs	1	1.087 μs	1.087 μs	1.087 μs	1.087 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[20, 3072]]}
0.0%	1.087 μs	1	1.087 μs	1.087 μs	1.087 μs	1.087 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[256, 2048], [256, 2048]]}
0.0%	1.086 μs	1	1.086 μs	1.086 μs	1.086 μs	1.086 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.1.mlp.down_proj', 'TrainableParams': {'weight': [2048, 8192]}, 'Outputs': [[36, 2048]]}
0.0%	1.086 μs	1	1.086 μs	1.086 μs	1.086 μs	1.086 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.mlp.down_proj', 'TrainableParams': {'weight': [2048, 8192]}, 'Outputs': [[36, 2048]]}
0.0%	1.086 μs	1	1.086 μs	1.086 μs	1.086 μs	1.086 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7', 'Outputs': [[256, 2048], [256, 2048]]}
0.0%	1.086 μs	1	1.086 μs	1.086 μs	1.086 μs	1.086 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.norm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[20, 2048], [20, 2048]]}
0.0%	1.085 μs	1	1.085 μs	1.085 μs	1.085 μs	1.085 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0', 'Outputs': [[36, 2048], [36, 2048]]}
0.0%	1.085 μs	1	1.085 μs	1.085 μs	1.085 μs	1.085 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.11.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Outputs': [[84, 16384]]}
0.0%	1.085 μs	1	1.085 μs	1.085 μs	1.085 μs	1.085 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.mlp.down_proj', 'TrainableParams': {'weight': [2048, 8192]}, 'Outputs': [[4, 2048]]}
0.0%	1.085 μs	1	1.085 μs	1.085 μs	1.085 μs	1.085 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6', 'Outputs': [[512, 2048], [512, 2048]]}
0.0%	1.084 μs	1	1.084 μs	1.084 μs	1.084 μs	1.084 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.1.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[84, 3072]]}
0.0%	1.084 μs	1	1.084 μs	1.084 μs	1.084 μs	1.084 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.mlp.down_proj', 'TrainableParams': {'weight': [2048, 8192]}, 'Outputs': [[84, 2048]]}
0.0%	1.083 μs	1	1.083 μs	1.083 μs	1.083 μs	1.083 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[4, 2048], [4, 2048]]}
0.0%	1.083 μs	1	1.083 μs	1.083 μs	1.083 μs	1.083 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Outputs': [[1873, 16384]]}
0.0%	1.083 μs	1	1.083 μs	1.083 μs	1.083 μs	1.083 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[36, 2048], [36, 2048]]}
0.0%	1.083 μs	1	1.083 μs	1.083 μs	1.083 μs	1.083 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[36, 3072]]}
0.0%	1.083 μs	1	1.083 μs	1.083 μs	1.083 μs	1.083 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[20, 3072]]}
0.0%	1.083 μs	1	1.083 μs	1.083 μs	1.083 μs	1.083 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6.post_attention_layernorm', 'TrainableParams': {'weight': [2048]}, 'Outputs': [[52, 2048], [52, 2048]]}
0.0%	1.083 μs	1	1.083 μs	1.083 μs	1.083 μs	1.083 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.9.self_attn', 'Outputs': [[16, 2048]]}
0.0%	1.082 μs	1	1.082 μs	1.082 μs	1.082 μs	1.082 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.11.mlp.down_proj', 'TrainableParams': {'weight': [2048, 8192]}, 'Outputs': [[20, 2048]]}
0.0%	1.082 μs	1	1.082 μs	1.082 μs	1.082 μs	1.082 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.8.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[36, 3072]]}
0.0%	1.081 μs	1	1.081 μs	1.081 μs	1.081 μs	1.081 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.10.self_attn', 'Outputs': [[68, 2048]]}
0.0%	1.081 μs	1	1.081 μs	1.081 μs	1.081 μs	1.081 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Outputs': [[4, 3072]]}
0.0%	1.081 μs	1	1.081 μs	1.081 μs	1.081 μs	1.081 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.mlp.act_fn', 'Outputs': [[256, 8192]]}
0.0%	1.080 μs	1	1.080 μs	1.080 μs	1.080 μs	1.080 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.1.mlp.act_fn', 'Outputs': [[68, 8192]]}
